id,source,target
13767,"Er machte den Gefangenen ein Zeichen, ihm zu folgen.",Hij gaf den gevangenen een wenk om hem te volgen.
13768,Glenarvan und die Seinigen durchschritten dicht zusammengedrängt den »Pah« und standen vor Kai-Koumou still.,Digt aaneengesloten stapten Glenarvan en de zijnen voort en bleven eindelijk voor Kai-Koemoe staan.
13769,Um den Häuptling waren die ersten Krieger seines Stammes versammelt.,Rondom dit opperhoofd waren de voornaamste krijgslieden van zijn stam vereenigd.
13770,"Unter ihnen befand sich der Maori, dessen Boot sich mit dem Kai-Koumou's an der Mündung des Pohainhenna in den Waikato vereinigt hatte.","Onder hen was ook die Maori, wiens boot zich bij die van Kai-Koemoe had gevoegd, ter plaatse waar de Pohainhenna in de Waikato valt."
13771,"Es war ein Mann von vierzig Jahren, kräftig und von wildem und grausamem Gesichtsausdrucke.","Het was een gespierd man van veertig jaar, en met een woest en wreed voorkomen."
13772,"Er nannte sich Kara-Tété, das heißt »der Jähzornige« in seeländischer Sprache.","Hij heette Kara-Tete, dat wil zeggen ""de opvliegende."""
13773,"Kai-Koumou behandelte ihn mit einer gewissen Achtung, und an der Feinheit seiner Tättowirung erkannte man, daß Kara-Tété einen hohen Rang in seinem Stamme einnahm.","Kai-Koemoe behandelde hem met zekere achting; aan de fijnheid zijner tatoeëering kon men zien, dat Kara-Tete een hoogen rang in zijn stam bekleedde."
13774,"Ein scharfblickender Beobachter würde jedoch errathen haben, daß diese beiden Häuptlinge auf einander eifersüchtig waren.","Toch had een scherp waarnemer kunnen zien, dat er een zekere naijver tusschen die twee opperhoofden bestond."
13775,"Der Major bemerkte, daß der Einfluß Kara-Tété's dem Kai-Koumou unbequem war.","De majoor merkte op, dat de invloed van Kara-Tete Kai-Koemoe hinderde."
13776,Sie standen Beide an der Spitze der mächtigen Stämme im Waikato-Districte und waren mit gleicher Macht ausgerüstet.,Zij heerschten beiden over de belangrijke stammen aan de Waikato en met gelijke magt.
13777,"Auch während dieser Unterhaltung verriethen die Augen Kai-Koumou's, während sein Mund lächelte, eine tiefe Feindschaft.","Bij dit onderhoud mogt Kai-Koemoe dan al glimlagchen, diepe haat straalde uit zijn oogen."
13778,Kai-Koumou richtete an Glenarvan die Frage:,"Kai-Koemoe ondervroeg Glenarvan, en zeide:"
13779,»Du bist Engländer?,"""Zijt gij een Engelschman?"""
13780,"– Ja, erwiderte der Lord ohne Zögern, denn als solcher konnte er viel eher auf eine Auswechselung hoffen.","""Ja!"" antwoordde de lord zonder aarzelen; want dit zou een uitwisseling gemakkelijker maken."
13781,– Und Deine Gefährten? frug Kai-Koumou weiter.,"""En uw medgezellen?"" zeide Kai-Koemoe."
13782,"– Meine Gefährten sind Engländer, wie ich.","""Zijn Engelschen evenals ik."
13783,"Wir sind Reisende, Schiffbrüchige.","Wij zijn reizigers, schipbreukelingen."
13784,"Aber wir haben an dem Kriege nicht Theil genommen, wenn Du Gewicht darauf legst, das zu wissen.","Maar, als gij het weten wilt, wij hebben geen deel genomen aan den strijd."""
13785,– Darauf kommt es nicht an! erwiderte in brutaler Weise Kara-Tété.,"""Dat raakt mij niet!"" antwoordde de onbeschofte Kara-Tete."
13786,Jeder Engländer ist unser Feind.,"""Elke Engelschman is onze vijand."
13787,"Deine Landsleute haben unsere Insel überfallen, unsere Felder gestohlen!",De uwen hebben ons eiland bemagtigd! Zij hebben onze akkers gestolen!
13788,"Ja, sie haben sogar unsere Dörfer niedergebrannt!","Zij hebben onze dorpen verbrand!"""
13789,– Sie haben Unrecht daran gethan! erwiderte Glenarvan mit fester Stimme.,"""Zij hebben verkeerd gehandeld!"" antwoordde Glenarvan op ernstigen toon."
13790,"Ich sage Dir das, weil ich es denke, und nicht, weil ich in Deiner Macht bin.","""Ik zeg dat, omdat ik het denk, en niet, omdat ik in uw magt ben."""
13791,"– Höre, sprach Kai-Koumou, der Tohonga, der große Priester Nouï-Atoua's, ist in die Hände Deiner Brüder gefallen.","""Luister!"" hernam Kai-Koemoe, ""de Tohonga, de opperpriester van Noeï-Atoea, is in de handen uwer broeders gevallen."
13792,Er ist Gefangener der Pakekas (Europäer).,Hij is gevangen bij de Pakeka's.
13793,"Unser Gott befiehlt uns, sein Leben wieder zu erkaufen.",Onze God beveelt ons hem los te koopen.
13794,"Ich hätte Dir gern das Herz aus dem Leibe gerissen und gewünscht, daß Dein Kopf und die Deiner Gefährten für ewige Zeiten auf die Pfähle dieser Palissaden gesteckt worden wären.","Ik had u het hart uit het lijf willen rukken, ik had gewenscht, dat uw hoofd en het hoofd uwer medgezellen ten eeuwigen dage op de punten van dit paalwerk gestaan hadden!"
13795,Aber Nouï-Atoua hat gesprochen.«,"Maar Noeï-Atoea heeft gesproken."""
13796,"Bei diesen Worten zitterte Kai-Koumou, der bis dahin Herr seiner selbst geblieben war, vor Zorn, sein Gesicht drückte eine wilde Erregung aus. Nach einigen Augenblicken fuhr er in kälterem Tone fort:","Terwijl hij zoo sprak, beefde Kai-Koemoe, die zich tot nog toe ingehouden had, van toorn, en stond er een woeste geestdrijverij op zijn gelaat te lezen."
13797,"»Glaubst Du, daß die Engländer unseren Tohonga gegen Deine Person auswechseln werden?«","Na een poos hervatte hij op bedaarden toon: ""Denkt gij, dat de Engelschen onzen opperpriester tegen uw persoon zullen uitwisselen?"""
13798,Glenarvan zögerte mit der Antwort und beobachtete aufmerksam den maorischen Häuptling.,"Glenarvan aarzelde met een antwoord, en zag het maori opperhoofd oplettend aan."
13799,"»Ich weiß es nicht, sagte er nach einem Augenblicke des Schweigens.","""Ik weet het niet,"" zeide hij na een oogenblik zwijgens."
13800,"– Sprich, fuhr Kai-Koumou fort.","""Spreek!"" hernam Kai-Koemoe."
13801,Gilt Dein Leben das unseres Tohonga?,"""Is uw leven evenveel waard als het leven van onzen opperpriester?"""
13802,"– Nein, antwortete Glenarvan.","""Neen!"" antwoordde Glenarvan."
13803,"Ich bin weder ein Chef, noch ein Priester unter meinen Landsleuten.«","""Ik ben noch een opperhoofd noch een priester onder de mijnen!"""
13804,"Paganel, ganz erstaunt über diese Antwort, betrachtete Glenarvan mit wahrer Bestürzung.",Over dit antwoord verbaasd zag Paganel Glenarvan met diepe verwondering aan.
13805,Kai-Koumou schien gleichfalls erstaunt.,Kai-Koemoe scheen insgelijks verrast.
13806,»Also Du zweifelst daran? frug er.,"""Dus twijfelt gij?"" zeide hij."
13807,"– Ich weiß es nicht, antwortete Glenarvan.","""Ik weet het niet,"" herhaalde Glenarvan."
13808,– Werden Deine Landsleute Dich nicht gegen unseren Tohonga austauschen?,"""Zullen de uwen u niet tegen onzen opperpriester uitwisselen?"""
13809,"– Mich allein? Nein, erwiderte Glenarvan.","""Mij alleen? neen!"" antwoordde Glenarvan."
13810,Uns Alle vielleicht.,"""Ons allen? misschien."""
13811,"– Bei den Maoris, sagte Kai-Koumou, gilt der Grundsatz: Kopf für Kopf.","""Bij de Maori's is het hoofd voor hoofd,"" zeide Kai-Koemoe."
13812,"– Biete zuerst diese Frauen als Austausch gegen Deinen Gefangenen«, sagte Glenarvan, indem er auf Lady Helena und Mary Grant hinwies.","""Bied eerst deze vrouwen ter uitwisseling tegen uw priester aan,"" zeide Glenarvan op lady Helena en Mary Grant wijzende."
13813,Lady Helena wollte zu ihrem Gatten hinstürzen.,Lady Helena wilde naar haar man snellen.
13814,Der Major hielt sie zurück.,De majoor hield haar tegen.
13815,"»Diese beiden Damen, fuhr Glenarvan fort, indem er sich ehrfurchtsvoll gegen Lady Helena und Mary Grant verbeugte, nehmen in ihrem Vaterlande einen hohen Rang ein.«","""Die twee vrouwen bekleeden een hoogen rang in haar land,"" hernam Glenarvan met een eerbiedige buiging voor lady Helena en Mary Grant."
13816,Mit kaltem Blicke maß der Krieger seinen Gefangenen.,De krijgsman zag zijn gevangene koel aan.
13817,"Ein böses Lächeln spielte um seine Lippen, doch unterdrückte er es sofort und antwortete mit kaum verhaltener Stimme:","Een valsch glimlachje speelde om zijn lippen; maar hij onderdrukte het bijna terstond en antwoordde met een stem, die hij naauwelijks bedwingen kon:"
13818,"»Hoffst Du Kai-Koumou durch falsche Worte zu täuschen, verfluchter Europäer?","""Denkt gij Kai-Koemoe met valsche woorden te bedriegen, vervloekte Europeaan?"
13819,"Glaubst Du, daß Kai-Koumou's Augen nicht in den Herzen zu lesen verstehen?«","Denkt gij, dat de oogen van Kai-Koemoe niet in de harten kunnen lezen?"""
13820,"Und auf Lady Helena zeigend, sagte er:","En op lady Helena wijzende, ging hij voort:"
13821,»Das ist Deine Frau!,"""Dat is uw vrouw!"""
13822,"– Nein! Die Meinige!« rief Kara-Tété, drängte die Gefangenen zurück, und schon legte sich seine Hand auf Lady Helena's Schultern, die bei dieser Berührung erbleichte.","""Neen! de mijne!"" riep Kara-Tete. De gevangenen wegduwende legde het opperhoofd nu zijn hand op den schouder van lady Helena, die bij die aanraking verbleekte."
13823,»Edward!« rief die unglückliche bestürzte Frau.,"""Edward!"" riep de rampzalige vrouw in haar radeloosheid."
13824,"Glenarvan erhob, ohne ein Wort zu sagen, den Arm.",Zonder een woord te spreken hief Glenarvan den arm op.
13825,Ein Schuß krachte. Kara-Tété fiel todt nieder.,Een schot knalde en Kara-Tete viel dood neder.
13826,Bei dem Knalle stürzte ein Schwarm Eingeborener aus den Hütten.,Op die losbranding stroomde een vloed van inlanders uit de hutten.
13827,Der »Pah« füllte sich augenblicklich.,Het plein was in een oogenblik vol.
13828,Hundert Arme erhoben sich gegen die Unglücklichen.,Honderd armen werden tegen de ongelukkigen opgeheven.
13829,Glenarvan wurde der Revolver aus der Hand gerissen.,De revolver werd Glenarvan uit de hand gerukt.
13830,"Kai-Koumou schleuderte einen wilden Blick auf Glenarvan; dann deckte er mit der einen Hand den Körper des Mörders, und hielt mit der anderen die Menge zurück, welche hervorbrechen wollte.","Kai-Koemoe sloeg een vreemden blik op Glenarvan; daarop bedekte hij met de eene hand het ligchaam van den moordenaar, terwijl hij met de andere de menigte in toom hield, die woedend op de Europeanen indrong."
13831,Seine Stimme beherrschte den Tumult.,Eindelijk deed zijn stem het oproer bedaren.
13832,»Tabou!,"""Taboe!"
13833,Tabou!« rief er aus.,"Taboe!"" riep hij."
13834,"Sofort hielt die Menge vor Glenarvan und seinen Genossen, wie durch übernatürliche Gewalt gefesselt, an.","Op dat woord hield de menigte voor Glenarvan en de zijnen stand, die nu voor het oogenblik door een bovennatuurlijke magt beschermd werden."
13835,"Einige Augenblicke später wurden sie zum Waré-Atoua, der ihnen zum Gefängniß diente, zurückgeführt.","Eenige oogenblikken daarna werden zij naar het heilige huis teruggevoerd, dat hun tot gevangenis diende."
13836,Aber Robert Grant und Jacques Paganel waren nicht mehr bei ihnen.,Maar Robert Grant en Jacques Paganel waren niet meer bij hen.
13837,Zwölftes Capitel.,XII.
13838,Das Begräbniß eines Maori-Häuptlings.,De lijkplegtigheden van een opperhoofd der Maori's.
13839,"Kai-Koumou verband, wie das in Neu-Seeland häufig vorkommt, den Titel eines Ariki mit dem des Stammeshäuptlings.","Zooals op Nieuw-Zeeland wel meer het geval is, vereenigde Kai-Koemoe in zich de waardigheden van priester en stamhoofd."
13840,"Mit der Priesterwürde bekleidet, stand es bei ihm, Personen oder Sachen durch den abergläubischen Schutz des Tabou zu decken.",In die eerste hoedanigheid kon hij over personen of zaken de bijgeloovige bescherming van het taboe uitstrekken.
13841,"Der Tabou, welcher allen polynesischen Völkern gemeinschaftlich ist, hat die sofortige Folge, jede Beziehung zu der Person, sowie jeden Gebrauch des Gegenstandes, der damit belegt ist, zu unterbrechen.","Het taboe, dat bij alle volken van het polynesische ras wordt aangetroffen, heeft onmiddellijk ten gevolge, dat alle omgang met of gebruik van het voorwerp of den persoon, die getaboeëerd is, verboden wordt."
13842,"Nach der Maori-Religion würde Jeder, der seine ruchlose Hand gegen einen durch den Tabou Geschützten erhöbe, von der erzürnten Gottheit mit dem Tode bestraft werden.","Volgens de godsdienst der Maori's zou alwie een heiligschennende hand sloeg aan hetgene taboe verklaard is, door den vertoornden god met den dood gestraft worden."
13843,"Sollte diese aber zögern, die ihr angethane Beleidigung zu rächen, so würden die Priester nicht verfehlen, diese Rache zu beschleunigen.","En waar de godheid soms talmen mogt met wraak te nemen over de haar aangedane beleediging, zouden de priesters niet verzuimen haar wraakoefening te verhaasten."
13844,Der Tabou wird von dem Häuptling zu politischen Zwecken ausgesprochen; doch veranlassen das auch ganz gewöhnliche Vorkommnisse des Privatlebens.,"Het taboe wordt door de opperhoofden met staatkundige bedoelingen toegepast, tenzij het ontstaat uit een gewoon voorval van het huiselijke leven."
13845,"Ein Eingeborener steht z.B. unter demselben während einiger Tage, wenn er sich das Haar schneiden ließ oder eben tättowirt worden war; wenn er eine Pirogue oder ein Haus baut; wenn ihn eine tödtliche Krankheit befällt oder er todt ist.","Een inlander wordt in menige omstandigheid voor eenige dagen getaboeëerd, bv. wanneer hij zijn haar heeft afgesneden, wanneer hij getatoeëerd is, wanneer hij een praauw timmert, wanneer hij een huis bouwt, wanneer hij doodelijk ziek is, wanneer hij gestorven is."
13846,"Droht ein unvorhergesehener Verbrauch die Flüsse von Fischen zu entvölkern, oder die jungen Anpflanzungen der süßen Batate zu vernichten, so werden diese Objecte aus ökonomischen Rücksichten mit einem schützenden Tabou belegt.","Dreigt een onverstandige vischvangst de rivieren van haar visschen te berooven, of worden de nieuwe aanplantingen van zoete pataten niet behoorlijk ontzien, dan worden die voorwerpen door een beschermend en staathuishoudkundig taboe getroffen."
13847,"Will ein Häuptling Uebelwollende von seinem Hause entfernen, sich allein den Vortheil des Handels mit einem fremden Schiffe sichern, oder einen europäischen Waarenhändler, dem er nicht wohl will, in Quarantäne halten, so spricht er sein Tabou aus.","Wil een opperhoofd de lastige omstanders van zijn huis verjagen, dan taboeëert hij het; ten zijnen voordeele betrekkingen met een vreemd schip aanknoopen, dan taboeëert hij het ook; een europeesch handelaar, op wien hij ontevreden is, een quarantaine opleggen, hij taboeëert maar!"
13848,Sein Einspruch ähnelt also nach vielen Seiten dem mittelalterlichen »Veto« der Fürsten.,"Zijn verbod komt dan overeen met het oude ""veto"" (ik wil niet) der koningen."
13849,"Ist ein Gegenstand mit diesem Banne belegt, so darf ihn Niemand ungestraft berühren.","Wanneer een voorwerp getaboeëerd is, mag niemand het straffeloos aanraken."
13850,"Trifft er einen Eingeborenen, so sind diesem gewisse Speisen für eine bestimmte Zeit verboten.","Wanneer een inboorling aan dat verbod onderworpen is, zijn hem sommige spijzen voor een bepaalden tijd ontzegd."
13851,"Wenn er nun etwa dieser strengen Diät unterliegt und gleichzeitig reich ist, so läßt er sich mit Hilfe seiner Sklaven diejenigen Gerichte, welche er nicht mit den Händen berühren darf, beibringen; ist er dagegen arm, so ist er darauf beschränkt, seine Nahrungsmittel gleich mit dem Munde aufzunehmen, und der Tabou erniedrigt ihn zum Thiere.","Wanneer die strenge leefregel opgeheven is, helpen, indien hij rijk is, zijn slaven hem en steken de spijzen in zijn mond, die hij met zijn handen niet mag aanraken; is hij arm, dan is hij genoodzaakt de spijzen met den mond op te nemen, en het taboe maakt hem tot een dier."
13852,Alles in Allem leitet und modificirt diese eigenthümliche Sitte auch die geringfügigsten Handlungen des Neu-Seeländers.,"Kortom, die vreemde gewoonte beheerscht en bepaalt de geringste daden der Nieuw-Zeelanders."
13853,Sie stellt das unablässige Eingreifen der Gottheit in sein gesellschaftliches Leben dar.,Het is de onophoudelijke tusschenkomst der godheid in het maatschappelijke leven.
13854,"Bei ihrer gesetzlichen Kraft kann man sagen, daß das ganze unbestreitbare und unbestrittene Rechtsverfahren bei den Eingeborenen in der häufigen Anwendung dieses Tabou besteht.","Het heeft kracht van wet, en men mag zeggen, dat het geheele inlandsche wetboek, een wetboek, dat geen tegenspraak duldt en ook nooit tegengesproken wordt, vervat is in de gedurige toepassing van het taboe."
13855,Auch die in dem Waré-Atoua verwahrten Gefangenen hatte ein ganz willkürlicher Tabou zunächst den Wuthausbrüchen des erregten Stammes entzogen.,De gevangenen in het heilige huis waren door een willekeurig taboe ontrukt aan de woede der volksmenigte.
13856,"Einige Eingeborene, die Freunde und Parteigänger Kai-Koumou's, hatten auf die Stimme ihres Häuptlings sogleich eingehalten und die Gefangenen beschützt.","Een partij onder de inlanders, de vrienden en aanhangers van Kai-Koemoe, waren op eens gestuit door de stem van hun hoofd en hadden de gevangenen beschermd."
13857,Trotzdem gab sich Glenarvan keinen Illusionen über das ihm bevorstehende Schicksal hin.,"Echter maakte Glenarvan zich geen verkeerde voorstellingen van het lot, dat hem wachtte."
13858,Nur sein Tod konnte ja den Mord eines Häuptlings ausgleichen. Der Tod ist aber bei jenen wilden Völkerschaften immer erst das Ende langwieriger Martern.,Zijn dood alleen was een voldoende straf voor den moord van een opperhoofd; en bij de wilde volken volgt de dood alleen op een lange marteling.
13859,"Glenarvan erwartete demnach, für die gerechte Entrüstung, die seine Hand bewaffnet hatte, grausam zu büßen, aber er hoffte, daß der Zorn Kai-Koumou's ihn allein treffen werde.","Glenarvan verwachtte dus niet anders, of hij zou wreed moeten boeten voor de billijke verontwaardiging, die zijn arm had gewapend; maar hij hoopte, dat de toorn van Kai-Koemoe hem alleen zou treffen."
13860,Welche Nacht verbrachte er mit seinen Gefährten!,Welk een nacht bragten hij en zijn lotgenooten door!
13861,Wer möchte ihre Angst wägen und ihre Leiden messen!,"Wie zou hun angst kunnen schilderen, hun lijden afmeten!"
13862,Der arme Robert und der gute Paganel blieben verschwunden.,"De arme Robert, de goede Paganel waren niet meer voor den dag gekomen."
13863,Konnte man über ihr Loos in Zweifel sein?,Maar kon men wel aan hun lot twijfelen?
13864,Sollten sie nicht die ersten Opfer der Rache der Eingeborenen sein?,"Waren zij niet de eerste offers, ten zoen gevallen voor de wraakzucht der inlanders?"
13865,"Es war ja alle Hoffnung geschwunden, selbst aus dem Herzen Mac Nabbs', der doch nicht so leicht verzweifelte.","Alle hoop was verdwenen, zelfs uit het hart van Mac Nabbs, die anders niet spoedig wanhoopte."
13866,"John Mangles glaubte den Verstand zu verlieren, wenn er die düstere Verzweiflung der von ihrem Bruder getrennten Mary Grant sah.","John Mangles werd bijna krankzinnig door de stille wanhoop van Mary Grant, die van haar broeder was gescheiden."
13867,"Glenarvan bedachte das fürchterliche Verlangen Lady Helena's, welche, um sich der Marter oder der Sklaverei zu entziehen, den Tod von seiner Hand verlangte!","Glenarvan dacht aan dat verschrikkelijk verzoek van lady Helena, die, om zich te onttrekken aan den marteldood of de slavernij, door zijne hand wilde sterven!"
13868,Sollte er diesen furchtbaren Muth wirklich haben?,Zou hij dien ijselijken moed hebben?
13869,"»Und Mary, was hatte denn diese verbrochen?« dachte John, dem das Herz fast zersprang.","""En welk regt heb ik om Mary te treffen?"" dacht John, wiens hart brak."
13870,Eine Flucht erschien vollkommen unmöglich.,Aan een ontsnapping viel niet te denken; ze was geheel en al onmogelijk.
13871,Zehn bis an die Zähne bewaffnete Krieger wachten am Thore des Waré-Atoua.,"Tien, tot de tanden gewapende krijgslieden, waakten voor de deur der gevangenis."
13872,So kam der Morgen des 13. Februar heran.,De morgen van den 13den Februarij brak aan.
13873,Zwischen den Eingeborenen und den Gefangenen kam es in Folge des über sie verhängten Tabou zu keiner Berührung.,"Er had geen verkeer plaats gehad tusschen de inlanders en de gevangenen, die door het taboe werden beschermd."
13874,"Der Raum enthielt etwas an Nahrungsmitteln, welche die Unglücklichen aber kaum anrührten.","De hut bevatte eenige levensmiddelen, die de ongelukkigen naauwelijks aanraakten."
13875,Ihr Hunger wich vor ihrem Schmerze.,De smart verdreef den eetlust.
13876,"Ohne eine Aenderung ihrer Lage, aber auch ohne ihnen eine Hoffnung zu bringen, verging der Tag.","De dag verliep, zonder verandering of hoop aan te brengen."
13877,Ohne Zweifel würde die Stunde für das Begräbniß des Häuptlings und die ihrer Martern gleichzeitig schlagen.,"Ongetwijfeld zou het uur van de begrafenis van het gedoode opperhoofd ook dat zijn, waarop de doodstraf voltrokken werd."
13878,"Wenn Glenarvan indeß der Meinung war, daß kein Gedanke an einen Gesinnungswechsel Kai-Koumou's sein könne, so bewahrte der Major in dieser Beziehung doch noch einen Schimmer von Hoffnung.","Terwijl Glenarvan zich niet ontveinsde, dat Kai-Koemoe de gedachte aan uitwisseling wel zou hebben opgegeven, behield de majoor dienaangaande nog altijd een straal van hoop."
13879,"»Wer weiß, sagte er, indem er Glenarvan den Eindruck wieder vergegenwärtigte, den der Tod Kara- Tété's auf den Häuptling zu machen schien, – wer weiß, ob Kai-Koumou Ihnen dafür im Grunde gar nicht etwa verbunden ist?«","""Wie weet,"" zeide hij, terwijl hij Glenarvan op de uitwerking wees, dien de moord van Kara-Tete op het opperhoofd gemaakt had, ""wie weet, of Kai-Koemoe niet in den grond verpligting aan u gevoelt?"""
13880,Trotzdem aber wollte Glenarvan keine Hoffnung schöpfen.,"Maar, wat Mac Nabbs ook mogt zeggen, Glenarvan wilde zich met geen hoop meer vleijen."
13881,"Auch der andere Tag verlief, ohne daß zum Martern der Gefangenen Anstalt getroffen worden wäre.","Ook de volgende dag verliep, zonder dat er toebereidselen voor de doodstraf werden gemaakt."
13882,Der Grund dafür lag in Folgendem:,Ziehier de reden van dat uitstel.
13883,"Die Maoris nehmen an, daß die Seele des Verstorbenen seinen Körper noch drei Tage lang bewohne, und lassen diesen deshalb ebenso lange unbegraben.","De Maori's gelooven, dat de ziel nog drie dagen na het sterven het ligchaam des overledenen bewoont, en gedurende driemaal vier en twintig uren blijft het lijk onbegraven liggen."
13884,Dieser Gewohnheit folgen sie mit aller Strenge.,Die uitstellende gewoonte werd streng in acht genomen.
13885,Bis zum 15. Februar blieb der »Pah« verlassen.,Tot den 15den Februarij toe bleef de sterkte ledig.
13886,"John Mangles stieg dann und wann auf Wilson's Schultern, um den äußeren Verschlag zu überblicken.","Op de schouders van Wilson staande, zag John Mangles dikwijls naar de buitenwerken."
13887,Kein Eingeborener war sichtbar.,Geen inlander was er te zien.
13888,"Nur die Wachen, die am Thore des Waré-Atoua einander ablösten, waren auf ihrem Posten.","Alleen de schildwachten, die goed wacht hielden, losten elkander af aan de deur der gevangenis."
13889,"Am dritten Tage aber öffneten sich die Hütten. Stumm und ruhig versammelten sich Männer, Frauen und Kinder, zusammen wohl mehrere hundert Maoris in dem »Pah«.","Maar den derden dag gingen de hutten open; de wilden, mannen, vrouwen, kinderen, verscheidene honderden in getal, vereenigden zich zwijgend en bedaard op het voorplein der sterkte."
13890,"Kai-Koumou schritt, umgeben von den Häuptern des Stammes, aus seiner Hütte, und nahm in der Mitte der Umplankung auf einem wenige Fuß hohen Hügel Platz.","Kai-Koemoe kwam uit zijn hut, en terwijl de voornaamste hoofden van zijn stam zich om hem schaarden, nam hij plaats op een heuveltje van eenige voeten hoog in het middelpunt der versterkingen."
13891,"In einiger Entfernung rückwärts umstanden ihn die Eingeborenen im Halbkreise, wobei die ganze Versammlung in tiefem Schweigen verharrte. »Tabou!",Op een behoorlijken afstand achter hem stonden de overige inlanders in een halven cirkel geschaard.
13892,Tabou!« rief Kai-Koumou. (S. 612.),De geheele vergadering bewaarde een onafgebroken stilzwijgen.
13893,Auf ein Zeichen Kai-Koumou's begab sich ein Krieger nach dem Waré-Atoua.,Op een teeken van Kai-Koemoe begaf een krijgsman zich naar het heilige huis.
13894,»Erinnere Dich meiner Bitte!« sagte Lady Helena zu ihrem Gatten.,"""Denk er aan!"" zeide lady Helena tot haar man."
13895,Glenarvan drückte sein Weib an's Herz.,Glenarvan klemde zijn vrouw aan zijn hart.
13896,Da näherte sich Mary Grant John Mangles.,Thans naderde Mary Grant John Mangles en zeide:
13897,"Ein Menschenfresserfest. (S. 620.) »Lord und Lady Glenarvan, sagte sie, werden zugeben, daß, wenn eine Frau von der Hand ihres Mannes sterben kann, um einem schmachvollen Leben zu entfliehen, es auch einer Verlobten gestattet ist, zu demselben Zwecke von der Hand des Bräutigams den Tod zu empfangen.","""Lord en lady Glenarvan zullen wel willen gelooven, dat even goed als een vrouw kan sterven door de hand van haar echtgenoot om een schandelijk leven te ontgaan, een bruid ook door de hand van haar verloofde kan sterven om er op haar beurt aan te ontkomen."
13898,"In diesem letzten Augenblicke darf ich es ja wohl aussprechen, John, war ich nicht schon lange Ihre Braut im Inneren Ihres Herzens?",John! in dit gewigtig oogenblik mag ik het u zeggen: ben ik niet sedert lang uw bruid in het geheim van uw hart?
13899,"Kann ich auf Sie zählen, mein theurer John, wie Lady Helena auf Lord Glenarvan?","Mag ik op u rekenen, waarde John! gelijk lady Helena op lord Glenarvan?"""
13900,– Mary! rief ganz außer sich der junge Kapitän.,"""Mary!"" riep de jeugdige kapitein geheel radeloos."
13901,"O, meine geliebte Mary! ...«","""Ach! lieve Mary!..."""
13902,"Er konnte seine Worte nicht vollenden. Die Matte hob sich und die Gefangenen wurden vor Kai-Koumou geführt; die beiden Frauen hatten sich in ihr Geschick ergeben; die Männer verbargen, was sie litten, unter einer Ruhe, welche von übermenschlicher Energie zeugte.","Hij kon niet uitspreken; de mat werd opgeligt, en de gevangenen voor Kai-Koemoe gebragt; de twee vrouwen schikten zich in haar lot; de mannen verborgen hun angst onder een kalmte, die het bewijs was eener bovenmenschelijke geestkracht."
13903,Sie kamen vor den Neu-Seeländer-Häuptling.,Zij kwamen voor het zeelandsch opperhoofd.
13904,Sein Urtheil ließ nicht lange auf sich warten.,Deze talmde niet met het uitspreken van het vonnis.
13905,»Du hast Kara-Tété getödtet? sagte er zu Glenarvan.,"""Gij hebt Kara-Tete gedood?"" zeide hij tot Glenarvan."
13906,"– Ich tödtete ihn, erwiderte der Lord.","""Ik heb hem gedood,"" antwoordde de lord."
13907,– Morgen mit Sonnenaufgang wirst Du sterben.,"""Gij zult morgen met zonsopgang sterven."""
13908,"– Ich allein? fragte Glenarvan, dessen Herz stürmisch klopfte.","""Alleen?"" vroeg Glenarvan, wiens hart hevig klopte."
13909,"– O, als ob das Leben unseres Tohonga nicht weit kostbarer wäre, als das Eure!« rief Kai-Koumou aus, dessen Augen von wilder Trauer erglänzten.","""Ach! als het leven van onzen opperpriester niet kostbaarder was dan het uwe!"" riep Kai-Koemoe, wiens oogen een woeste spijt uitdrukten."
13910,In diesem Augenblicke entstand eine Bewegung unter den Eingeborenen.,Thans had er een opschudding onder de inboorlingen plaats. Glenarvan sloeg haastig een blik om zich heen.
13911,Schnell warf Glenarvan einen Blick umher.,"Weldra kwam er een opening in de menigte, en een krijgsman verscheen, druipnat van zweet en doodelijk vermoeid."
13912,"Bald öffnete sich die Menge, und ein schweißgebadeter, erschöpfter Krieger trat hindurch.","Zoodra Kai-Koemoe hem zag, sprak hij hem in het engelsch aan. Zijn bedoeling was duidelijk: hij wilde, dat de gevangenen hem zouden verstaan."
13913,»Du kommst vom Lager der Pakekas?,"""Gij komt uit de legerplaats der Europeanen?"""
13914,"– Ja, antwortete der Maori.","""Ja!"" antwoordde de Maori."
13915,"– Hast Du den Gefangenen, unseren Tohonga, gesehen?","""Hebt gij den gevangene, onzen opperpriester, gezien?"""
13916,– Ich sah ihn.,"""Ik heb hem gezien."""
13917,– Lebt er?,"""Leeft hij?"""
13918,– Er ist todt.,"""Hij is dood!"
13919,Die Engländer erschossen ihn.«,"De Engelschen hebben hem doodgeschoten!"""
13920,Um Glenarvan und seine Begleiter war es geschehen.,Het was gedaan met Glenarvan en zijn makkers.
13921,"»Alle, rief Kai-Koumou, Alle sterbt Ihr morgen mit Tagesanbruch.«","""Allen zult gij morgen met zonsopgang sterven!"" riep Kai-Koemoe."
13922,Eine gleiche Strafe erwartete also alle die Armen.,Zoo trof dezelfde straf al die ongelukkigen zonder onderscheid.
13923,Lady Helena und Mary Grant sandten einen Blick innigsten Dankes zum Himmel.,Lady Helena en Mary Grant sloegen een oog vol innige dankbaarheid ten hemel.
