id,translation
13495,"{'de': 'Sie kannten die Kürze der Abenddämmerung unter diesen niederen Breitengraden, und wußten, wie urplötzlich die Nacht hereinbricht.', 'nl': 'Zij wisten, hoe kort de avondschemering, op deze reeds vrij hooge breedte duurde, en hoe spoedig de duisternis inviel.'}"
13496,"{'de': 'Es handelte sich darum, die Stelle, wo die beiden Ströme sich vereinigen, vor Einbruch der Finsterniß zu erreichen.', 'nl': 'Zij dienden de zamenvloeijing der twee rivieren te bereiken, voor het geheel donker werd.'}"
13497,"{'de': 'Aber ein dichter Nebel zog über die ganze Gegend dahin und machte die genaue Beobachtung der einzuhaltenden Richtung sehr schwierig.', 'nl': 'Maar er steeg een zware mist uit den grond op en deze maakte het zeer moeijelijk om den weg te onderscheiden.'}"
13498,"{'de': 'Glücklicherweise wurde das Gesicht durch das Gehör ersetzt, denn das erstere war in der Finsterniß werthlos.', 'nl': 'Gelukkig verving het oor het door de duisternis nuttelooze oog.'}"
13499,"{'de': 'Bald zeigte ein deutliches, mächtigeres Rauschen der Wellen die Vereinigung beider Ströme in einem Bette an.', 'nl': 'Weldra verkondigde een duidelijker gemurmel des waters de vereeniging der twee rivieren in hetzelfde bed.'}"
13500,"{'de': 'Um acht Uhr gelangte die kleine Gesellschaft endlich an jene Stelle, wo der Waipa sich in den Waikato ergießt.', 'nl': 'Ten acht ure bereikte het kleine gezelschap het punt, waar de Waipa zich met eenig gedruisch in de Waikato stort.'}"
13501,"{'de': '»Da ist der Waikato, rief Paganel, an dessen rechtem Ufer sich die Straße nach Auckland hinzieht.', 'nl': '""Daar is de Waikato!"" riep Paganel, ""en de weg naar Auckland loopt langs den regteroever.""'}"
13502,"{'de': '– Wir werden ihn morgen sehen, erwiderte der Major.', 'nl': '""Morgen zullen wij hem zien,"" antwoordde de majoor.'}"
13503,"{'de': 'Hier wollen wir unser Nachtlager aufschlagen.', 'nl': '""Wij blijven hier.'}"
13504,"{'de': 'Es scheint mir, daß jene dunkleren Schattenrisse die einer Baumgruppe sind, welche uns gastlich aufnehmen soll.', 'nl': 'Mij dunkt, dat die donkerder schaduwen afkomstig zijn van een klein boschje, dat daar met opzet gegroeid is om ons te beschutten.'}"
13505,"{'de': 'Nun zum Abendbrod und dann zur Ruhe!', 'nl': 'Laten wij eten en slapen.""'}"
13506,"{'de': '– Zum Abendbrod! sagte Paganel, aber nur Bisquit und trockenes Fleisch, ohne ein Feuer anzuzünden!', 'nl': '""Eten, dat is goed!"" zeide Paganel; ""maar beschuit en droog vleesch, andere niet, zonder een vuur aan te leggen.'}"
13507,"{'de': 'Wir sind ungekannt und ungesehen hierher gekommen, wir wollen versuchen uns ebenso zu entfernen.', 'nl': 'Wij zijn hier onbekend gekomen; wij moeten ons best doen ook onbekend heen te gaan!'}"
13508,"{'de': 'Glücklicherweise macht uns dieser Nebel unsichtbar.«', 'nl': 'Gelukkig maakt die mist ons onzigtbaar.""'}"
13509,"{'de': 'Die Baumgruppe war erreicht, und ein Jeder ordnete sich den strengen Vorschriften des Geographen unter.', 'nl': 'Het boschje werd bereikt, en allen hielden zich stipt aan de strenge voorschriften van den aardrijkskundige.'}"
13510,"{'de': 'Das kalte Nachtmahl wurde schweigend verzehrt, und bald bemächtigte sich ein tiefer Schlaf der Reisenden, welche durch einen Fußmarsch von fünfzehn Meilen stark ermüdet waren.', 'nl': 'Het koude avondeten werd in alle stilte genuttigd, en weldra vielen de reizigers, die zeer vermoeid waren door een marsch van vijftien mijlen, in een diepen slaap.'}"
13511,"{'de': 'Zehntes Capitel. Der Strom.', 'nl': 'X. De nationale stroom.'}"
13512,"{'de': 'Bei Anbruch des folgenden Morgens breitete sich ein ziemlich dichter Nebel wie eine schwere Decke über dem Flusse aus.', 'nl': 'Toen de zon den volgenden morgen opging hing een vrij dikke mist zwaar op het water der rivier.'}"
13513,"{'de': 'Ein Theil der Dünste, welche die Luft sättigten, hatte sich in Folge der frischen Kühle verdichtet und bedeckte mit einer schweren Wolke die Oberfläche des Wassers.', 'nl': 'Een deel van de dampen, waarmee de lucht vol was, had de afkoeling verdigt, zoodat ze nu de oppervlakte des waters met een digte wolk bedekten.'}"
13514,"{'de': 'Aber bald durchbrachen die Sonnenstrahlen diese Bläschenmassen, welche unter ihrem Glanze zerstoben.', 'nl': 'Maar de stralen der zon boorden spoedig door die waterbellen heen, welke barstten, nu de dagvorstin ze bescheen.'}"
13515,"{'de': 'Die Ufer traten aus dem Nebel frei hervor, und der Lauf des Waikato erschien in der ganzen Pracht der Morgenbeleuchtung.', 'nl': 'De in nevel gehulde oevers werden zigtbaar, en de Waikato vertoonde zich in al de schoonheid van den morgen.'}"
13516,"{'de': 'Eine spitz zulaufende Landzunge, mit Strauchwerk bedeckt, verlor sich an dem Vereinigungspunkte der beiden Ströme.', 'nl': 'Ter plaatse, waar de twee stroomen ineenliepen, stak de scherpe punt van een met struiken bedekte landtong in het water uit.'}"
13517,"{'de': 'Die schneller dahinrollenden Fluthen des Waipa drängten die des Waikato eine Viertelmeile zurück, ehe sie sich mit ihnen vermischten, dann aber schmiegte sich der mächtige Strom ruhig den eindämmenden Ufern an und führte den Waikato in friedlichem Laufe der Mündung am Stillen Ocean entgegen.', 'nl': 'Het onstuimige water der Waipa stuwde dat van de Waikato wel een kwartmijl weg, voor het zich er mede vereenigde; maar de magtige en kalme stroom bragt de bruischende rivier weldra ten onder, en sleepte haar rustig mede in zijn loop tot aan het bekken der Stille Zuidzee.'}"
13518,"{'de': 'Als die Dünste höher stiegen, zeigte sich ein Boot, das den Waikato stromaufwärts fuhr.', 'nl': 'Toen de damp optrok, kon men een boot de Waikato stroomopwaarts zien roeijen.'}"
13519,"{'de': 'Es war ein Canot, etwa siebenzig Fuß lang, fünf breit und drei Fuß tief; sein Vordertheil erhob sich wie das einer venetianischen Gondel. Es war ein Canot von siebenzig Fuß Länge.', 'nl': 'Het was een kano van zeventig voet lang, vijf breed en drie diep, met een hoogen voorsteven als een venetiaansche gondel en geheel vervaardigd van den stam van een kahikatea-denneboom.'}"
13520,"{'de': '(S. 591.) Das Ganze war aus dem Stamme einer Tanne gezimmert.', 'nl': 'De bodem was belegd met een bed van drooge varens.'}"
13521,"{'de': 'Ein Lager aus trockenem Farrnkraut war in demselben bereitet. Acht Ruderer ließen es über die Wasserfläche dahinschießen, während es im Hintertheil ein Mann mittels eines beweglichen Steuerruders lenkte.', 'nl': 'Acht roeijers, die voorin zaten, deden ze over de oppervlakte des waters vliegen, terwijl een man, die achteraan zat, ze met een beweegbare pagaai bestuurde.'}"
13522,"{'de': 'Es war das ein Eingeborener von hohem Wuchs, etwa fünfundvierzig Jahre alt, mit breiter Brust und muskulösen Gliedern.', 'nl': 'Die man was een lange inboorling, omstreeks vijf en veertig jaar oud, met een breede borst, gespierde leden, en forsche handen en voeten.'}"
13523,"{'de': 'Seine Stirn war gewölbt und schon mit dichten Falten bedeckt; sein wilder Blick, seine düstere Physiognomie ließen ihn als eine furchteinflößende Persönlichkeit erkennen.', 'nl': 'Zijn gewelfd en met diepe rimpels beploegd voorhoofd, zijn onvriendelijke blik, zijn onheilspellend gelaat, boezemden schrik voor hem in.'}"
13524,"{'de': 'Ohne Zweifel war es ein Chef der Maoris von hohem Range, denn seine Tättowirung war sein ausgearbeitet, wodurch sein Körper und sein Gesicht ein zebraartig geflecktes Aussehen erhielt.', 'nl': 'Het was een maori-opperhoofd van hoogen rang. Dat bleek uit de fijne en digte figuren, waarmede zijn ligchaam en aangezigt getatoeëerd waren.'}"
13525,"{'de': 'Von den Flügeln seiner Adlernase aufwärts umzogen zwei schwarze, runde Ringe seine gelben Augen und vereinigten sich auf der Stirn, von der aus sie sich in dem üppigen Haarwuchs verloren.', 'nl': 'Van de vleugels van zijn arendsneus liepen twee zwarte kromme lijnen, die om zijn gele oogen zich slingerden, op zijn voorhoofd bijeen kwamen en onder zijn prachtig hoofdhaar verdwenen.'}"
13526,"{'de': 'Das Kinn und der Mund mit seinen glänzenden Zähnen verschwanden unter regelmäßigen Zeichnungen, deren elegante Schweifungen sich bis auf die breite Brust hinabzogen.', 'nl': 'Zijn mond met sneeuwwitte tanden en zijn kin verdwenen onder regelmatige bonte lijnen welker sierlijke krullen zich door elkander slingerden tot op zijn sterke borst.'}"
13527,"{'de': 'Diese Tättowirung, welche die Neu-Seeländer »Moko« nennen, ist eine hohe Auszeichnung, und nur der wird ihrer würdig erachtet, welcher in einigen Kämpfen sich durch besondere Tapferkeit hervorgethan hat.', 'nl': 'Het tatoeëeren, het ""moko"" der Nieuw-Zeelanders, is een bewijs van hoog aanzien. Hij alleen is die eervolle kringen waardig, die zich in een aantal gevechten door zijn dapperheid heeft onderscheiden.'}"
13528,"{'de': 'Die Sklaven, d.h. die niedere Volksklasse, können darauf niemals Anspruch machen.', 'nl': 'De slaven en de heffe des volks hebben er geen aanspraak op.'}"
13529,"{'de': 'Die gefeierten Häuptlinge erkennen sich gegenseitig an der sorgfältigen Ausführung und Art der Zeichnungen, welche auf ihren Körpern oft Thierbilder darstellen.', 'nl': 'De beroemde opperhoofden zijn kenbaar aan het uitgewerkte, de juistheid en den aard der teekening, die dikwijls afbeeldingen van dieren op hun ligchaam voorstelt. Sommigen ondergaan tot vijfmaal toe de zeer smartelijke bewerking van het moko.'}"
13530,"{'de': 'Einzelne unterziehen sich oft fünfmal der sehr schmerzvollen Operation des Moko.', 'nl': 'Hoe beroemder men is, des te meer wordt men opgeschikt in dat Nieuw-Zeeland.'}"
13531,"{'de': ""Dumont d'Urville hat bemerkenswerthe Einzelheiten über diesen Brauch gegeben und besonders hervorgehoben, daß der Moko jene Wappenschilder verträte, auf welche einzelne Familien in Europa so eitel sind."", 'nl': ""Dumont d'Urville heeft wetenswaardige bijzonderheden aangaande dat gebruik medegedeeld. Hij heeft teregt opgemerkt, dat het moko de plaats dier wapens vervangt, waarop in Europa sommige geslachten zich zoo veel laten voorstaan.""}"
13532,"{'de': 'Der Unterschied besteht nur darin, daß diese dazu oft nur durch das Verdienst eines ihrer Ahnen berechtigt sind, während die Tättowirung bei den Neu-Seeländern immer nur den hohen persönlichen Muth des Trägers erkennen läßt und sich nicht vererbt.', 'nl': 'Maar hij merkt een verschil op tusschen die twee teekenen van onderscheiding: namelijk, dat de wapens der Europeanen dikwijls alleen het bewijs zijn van de persoonlijke verdienste desgenen, die ze het allereerst verwierf, zonder dat men daaruit tot de verdienste zijner kinderen mag besluiten; terwijl de persoonlijke wapens der Nieuw-Zeelanders een wettig bewijs zijn, dat zij een buitengewonen persoonlijken moed aan den dag hebben moeten leggen om het regt te verkrijgen ze te dragen.'}"
13533,"{'de': 'Dieselbe hat übrigens bei den Maoris, abgesehen von dieser Parallele, einen unbestreitbaren Nutzen dadurch, daß sie der Haut mehr Widerstandskraft gegen den Wechsel des Wetters verleiht und dieselbe gegen die vielen Mosquitostiche schützt.', 'nl': ""Ook is het niet te ontkennen, dat het tatoeëeren der Maori's, nog daargelaten het aanzien, waarin het staat, ontegenzeggelijk zijn nut heeft. Het geeft aan de huid meerdere dikte, waardoor ze in staat is weerstand te bieden aan de guurheid des weders en aan de onophoudelijke steken der muskieten.""}"
13534,"{'de': 'An der Seite des Mannes, der das Fahrzeug lenkte, lag ein englisches Gewehr und ein »Patoupatou«, eine Art doppelschneidiger Axt, etwa achtzehn Zoll lang und von smaragdener Farbe.', 'nl': 'Aan zijn uitgerekte oorlellen prijkten hangers van groenen niersteen, en om den hals droeg hij kettingen van ""poenamoes,"" gewijde steenen, waaraan de Zeelanders eenige bijgeloovige denkbeelden verbinden.'}"
13535,"{'de': 'In seiner Nähe saßen neun Krieger niedrigeren Ranges, von wildem Aussehen und wohl bewaffnet, deren einige noch an frischen Wunden litten und, in ihren Mantel von Phormium gehüllt, fast unbeweglich waren.', 'nl': 'Naast hem lag een geweer van engelsen maaksel, en een ""patoe-patoe,"" een soort van tweesnijdende, smaragdkleurige, achttien duim lange bijl. Negen krijgslieden van minderen rang, maar gewapend en met een woest uiterlijk, waarvan enkelen nog leden aan versche wonden, zaten in hun linnen mantels gewikkeld onbewegelijk bij hem.'}"
13536,"{'de': 'Drei große, offenbar gefährliche Hunde hatten sich zu ihren Füßen ausgestreckt.', 'nl': 'Aan hun voeten lagen drie geduchte honden. De acht roeijers voorin schenen dienaren of slaven van het opperhoofd te zijn.'}"
13537,"{'de': 'Die acht Ruderer im Vordertheil schienen Sklaven oder Diener des Chefs zu sein; sie arbeiteten aus allen Kräften.', 'nl': 'Zij roeiden stevig door, zoodat het bootje met groote snelheid tegen den juist niet veel beteekenenden stroom der Waikato opvoer.'}"
13538,"{'de': 'In der Mitte des langen Bootes befanden sich zehn europäische Gefangene eng zusammengedrängt, mit gefesselten Füßen, aber freien Händen.', 'nl': 'In het midden van dat lange vaartuig stonden tien europeesche gevangenen, alleen aan hun voeten gekluisterd, digt bij elkander.'}"
13539,"{'de': 'Es waren Glenarvan und Lady Helena, Mary Grant, Robert, Paganel, der Major, John Mangles, der Steward und die beiden Matrosen.', 'nl': 'Het waren Glenarvan en lady Helena, Mary Grant, Robert, Paganel, de majoor, John Mangles, de hofmeester en de twee matrozen.'}"
13540,"{'de': 'Sie hatten am Abend vorher, getäuscht durch den dichten Nebel, ihren Lagerplatz ganz in der Nähe einer zahlreichen Schaar Eingeborener gewählt.', 'nl': 'Door den digten nevel misleid, was het kleine gezelschap den vorigen avond onder een talrijken troep inlanders vervallen.'}"
13541,"{'de': 'Mitten in der Nacht wurden sie im Schlafe überrumpelt, zu Gefangenen gemacht und an Bord des Fahrzeugs geschleppt.', 'nl': 'Omstreeks het midden van den nacht werden de reizigers in hun slaap overvallen, gevangen genomen en vervolgens naar het vaartuig gebragt.'}"
13542,"{'de': 'Man hatte sie bis jetzt nicht mißhandelt, da an eine Vertheidigung von vornherein nicht zu denken gewesen war.', 'nl': 'Zij hadden nog geen mishandelingen ondergaan: maar tegenstand zou hun niets gebaat hebben.'}"
13543,"{'de': 'Ihre Waffen und Vorräthe befanden sich in den Händen der Wilden, bei dem geringsten Widerstande würden sie durch ihre eigenen Kugeln unfehlbar getödtet worden sein.', 'nl': 'Hun wapenen en kruid waren in de handen der wilden, en hun eigen kogels zouden spoedig een eind aan hun leven gemaakt hebben.'}"
13544,"{'de': 'Aus einigen englischen Worten, deren sich die Eingeborenen bedienten, konnten sie bald entnehmen, daß diese von den englischen Truppen zurückgeworfen und im Kampfe fast decimirt worden waren, weshalb sie den District des oberen Waikato wieder zu gewinnen suchten.', 'nl': 'Zij vernamen spoedig uit eenige engelsche woorden, waarvan de inlanders zich bedienden, dat dezen, teruggedreven en geslagen door de britsche troepen, na groote verliezen ondergaan te hebben naar de streken aan de Boven-Waikato terugtrokken.'}"
13545,"{'de': 'Der maorische Häuptling wollte nach einem hartnäckigen Widerstande und nachdem seine besten Krieger von den Soldaten des vierzigsten Regiments niedergemetzelt worden waren, einen neuen Aufruf an die Stämme jenes Districtes erlassen, um durch sie verstärkt sich mit dem unüberwindlichen William Thompson zu vereinigen, der immer noch gegen die Eroberer kämpfte.', 'nl': 'Het maori-opperhoofd, wiens voornaamste strijders na een hardnekkigen tegenstand door de soldaten van het 42ste regiment gedood waren, ging een nieuwe oproeping doen aan de stammen van den stroom, om den onbedwingbaren William Thompson te hulp te snellen, die nog altijd met de veroveraars worstelde.'}"
13546,"{'de': 'Der Name dieses Chefs war »Kai-Koumou«; die Eingeborenen verbanden damit einen verhängnißvollen Sinn, da er in ihrer Sprache einen Menschen bezeichnet, »der die Glieder seiner Feinde verzehrt«.', 'nl': 'Dat opperhoofd heette ""Kai-Koemoe,"" een vreeselijke naam, die in de volkstaal beteekent ""degene, die de ledematen van zijn vijand opeet.""'}"
13547,"{'de': 'Dieser Mann war in der That auch tapfer und kühn, aber seine Grausamkeit kam seinem Ansehen gleich.', 'nl': 'Hij was dapper en vermetel; maar zijn wreedheid evenaarde zijn moed.'}"
13548,"{'de': 'Mitleid war von ihm nicht zu erwarten, das wußten die englischen Soldaten wohl. Der Gouverneur hatte deshalb auch einen Preis auf seinen Kopf gesetzt.', 'nl': 'Geen medelijden was van hem te wachten. Zijn naam was welbekend bij de engelsche soldaten, en de gouverneur van Nieuw-Zeeland had een prijs op zijn hoofd gesteld.'}"
13549,"{'de': 'Lord Glenarvan war von diesem furchtbaren Schicksale in dem Augenblick ereilt worden, wo ihm der so sehr ersehnte Hafen von Auckland nahe war, von dem aus er nach Europa zurückkehren wollte.', 'nl': 'Die vreeselijke slag had lord Glenarvan juist getroffen, toen hij de zoo gewenschte haven van Auckland bijna bereikt had, waar hij scheepsgelegenheid naar Europa hoopte te vinden.'}"
13550,"{'de': 'Der Anblick seines kalten und ruhigen Gesichtes würde gleichwohl seine furchtbaren Qualen nicht haben errathen lassen.', 'nl': 'Op zijn koud en bedaard gelaat afgaande, zou men echter niet hebben kunnen gissen, dat een vreeselijke angst hem kwelde.'}"
13551,"{'de': 'Hier in dieser ernsten Lage mußte er sich über das Unglück erhaben zeigen, das fühlte er.', 'nl': 'Want in ernstige omstandigheden toonde Glenarvan steeds, dat het ongeluk hem niet kon ter nederslaan.'}"
13552,"{'de': 'Seiner Frau und seinen Gefährten mußte er als Gatte und Chef ein leuchtendes Beispiel sein; und so war er denn auch bereit, als der Erste für das gemeinschaftliche Wohl zu sterben, wenn die Umstände es erfordern sollten.', 'nl': 'Hij gevoelde, dat hij, de echtgenoot, het hoofd, zijn vrouw en zijn reisgenooten tot steun en voorbeeld zijn moest; maar tevens was hij bereid om, indien de omstandigheden het vorderden, het eerst voor aller redding te sterven.'}"
13553,"{'de': 'Tief religiös, wollte er an der Gerechtigkeit Gottes nicht verzweifeln, schon in Rücksicht auf den hohen und heiligen Zweck seiner Expedition, auf der er überall von Gefahren umlagert gewesen war. Er bedauerte daher nicht einen Augenblick den edlen Drang, der ihn in diese wilden Gegenden geführt hatte.', 'nl': 'Innig vroom zijnde, wilde hij, met het oog op de heiligheid zijner onderneming, niet twijfelen aan Gods regtvaardigheid, en ondanks de tallooze gevaren op den weg, dien hij betrad, had hij nog geen oogenblik spijt van de edelmoedige opwelling, die hem naar die onbeschaafde landen gevoerd had.'}"
13554,"{'de': 'Seine Gefährten waren seiner würdig; sie theilten seine hohe Denkungsweise; man hätte bei ihrem ruhigen und stolzen Gesichtsausdruck nicht glauben sollen, daß sie einer so verhängnißvollen Katastrophe entgegen gingen.', 'nl': 'Zijn makkers waren zijner waardig, zij dachten even edel als hij, en wie hun rustig en fier gelaat had beschouwd, zou niet geloofd hebben, dat zij een zekeren ondergang te gemoet gingen.'}"
13555,"{'de': ""Uebrigens waren Alle nach dem Rathe Glenarvan's darin übereingekommen, den Eingeborenen gegenüber den möglichsten Gleichmuth an den Tag zu legen."", 'nl': 'Met algemeen goedvinden hadden zij op raad van Glenarvan besloten, een trotsche onverschilligheid voor de inlanders te veinzen.'}"
13556,"{'de': 'Das war das einzige Mittel, sich bei diesen wilden Naturen in Achtung zu setzen.', 'nl': 'Dat was het eenige middel om dien woestaards ontzag in te boezemen.'}"
13557,"{'de': 'Denn gerade diese, und besonders die Maoris, besitzen fast alle ein gewisses Gefühl der Würde, das sie niemals vergessen.', 'nl': ""De wilden in het algemeen en de Maori's in het bijzonder hebben een zeker gevoel van waardigheid, dat zij nooit verloochenen.""}"
13558,"{'de': 'Sie achten nur den, der ihnen durch sein kaltes Blut und seinen Muth imponirt.', 'nl': 'Zij achten dengenen, die door koelbloedigheid en moed achting inboezemt.'}"
13559,"{'de': 'Glenarvan wußte, daß er durch dieses Verhalten seinen Genossen und sich selbst eine üble Behandlung ersparte.', 'nl': 'Glenarvan wist, dat hij door zoo te handelen zijn makkers en zichzelven noodelooze mishandelingen bespaarde.'}"
13560,"{'de': 'Seit dem Aufbruch aus dem Lager hatten die Wilden, schweigsam, wie sie von Natur sind, nur wenige Worte unter einander gewechselt.', 'nl': 'Sedert het verlaten van de legerplaats hadden de inlanders, weinig spraakzaam evenals alle wilden, hen ter naauwernood toegesproken.'}"
13561,"{'de': 'Aber aus diesen hatte Glenarvan entnommen, daß sie die englische Sprache verstanden.', 'nl': 'Uit eenige woorden, die zij wisselden, maakte Glenarvan echter op, dat zij met het engelsch bekend waren.'}"
13562,"{'de': 'Er entschloß sich daher, den Chef zu fragen, welches Schicksal ihnen vorbehalten sei.', 'nl': 'Hij besloot dus het zeelandsche opperhoofd te vragen, wat hij met hen voor had.'}"
13563,"{'de': 'Mit fester, furchtloser Stimme wandte er sich an Kai-Koumou:', 'nl': 'Zich tot Kai-Koemoe rigtende, vroeg hij met rustige stem:'}"
13564,"{'de': '»Wo führst Du uns hin, Häuptling?«', 'nl': '""Waar brengt gij ons heen, opperhoofd?""'}"
13565,"{'de': 'Dieser betrachtete ihn kalt, ohne zu antworten.', 'nl': 'Kai-Koemoe zag hem koel aan zonder te antwoorden.'}"
13566,"{'de': '»Was willst Du mit uns beginnen?« fügte Glenarvan hinzu.', 'nl': '""Wat zijt gij voornemens met ons te doen?"" hernam Glenarvan.'}"
13567,"{'de': ""In den Augen Kai-Koumou's leuchtete ein Blitzstrahl, mit ernstem Tone erwiderte er nun:"", 'nl': 'Voor een poos flikkerden de oogen van Kai-Koemoe, en hij antwoordde op ernstigen toon:'}"
13568,"{'de': '»Dich auswechseln, wenn die Deinigen es wollen; Dich tödten, wenn sie es verweigern.«', 'nl': '""U uitwisselen, wanneer de uwen u terug willen hebben, u dooden, als zij weigeren.""'}"
13569,"{'de': 'Glenarvan frug nicht weiter, die Hoffnung kehrte ja in sein Herz zurück.', 'nl': 'Glenarvan vroeg niets meer, maar voelde de hoop in zijn hart herleven.'}"
13570,"{'de': 'Ohne Zweifel waren einige Chefs der Maoris in die Hände der Engländer gefallen, und die Eingeborenen wollten sie durch Austausch befreien.', 'nl': ""Zonder twijfel waren eenige opperhoofden van het leger der Maori's in handen van de Engelschen gevallen, en wilden de inboorlingen beproeven hen door uitwisseling terug te krijgen.""}"
13571,"{'de': 'Das konnte ihr Heil sein; ihre Lage war wenigstens nicht verzweifelt.', 'nl': 'Dat was dus een kans op redding, en hun toestand nog niet hopeloos.'}"
13572,"{'de': 'Das Boot flog inzwischen schnell stromaufwärts.', 'nl': 'Inmiddels vorderde het vaartuig snel tegen den stroom op.'}"
13573,"{'de': 'Paganel, den sein leicht beweglicher Charakter gern aus einem Extrem in das andere fallen ließ, hatte seine volle Hoffnung wieder gewonnen.', 'nl': 'Paganel, wiens bewegelijk karakter hem ligt van het eene uiterste tot het andere deed overslaan, was weer vol moed.'}"
13574,"{'de': 'Er sagte sich, daß die Maoris ihnen die Mühe ersparten, sich selbst zu den englischen Posten zu begeben, was ja ein großer Zeitgewinn war.', 'nl': ""Hij zeide bij zichzelven, dat de Maori's hun de moeite bespaarden om naar de engelsche voorposten te gaan, en dat was zooveel gewonnen.""}"
13575,"{'de': 'Mit seinem Schicksal ganz zufrieden, verfolgte er daher auf seiner ihm gebliebenen Karte den Lauf des Waikato quer durch die Ebenen und Thäler der Provinz.', 'nl': 'Volkomen berustend in zijn lot, ging hij op zijn kaart den loop der Waikato door de vlakten en dalen der provincie na.'}"
13576,"{'de': 'Lady Helena und Mary Grant unterdrückten ebenfalls gewaltsam ihre schrecklichen Besorgnisse und unterhielten sich leise mit Glenarvan. Auch der geübteste Physiognomiker würde in ihren Mienen nicht die Angst ihres Herzens erkannt haben.', 'nl': 'Lady Helena en Mary Grant bedwongen haar vrees en spraken zacht met Glenarvan, en de bekwaamste gelaatskenner onder de inlanders had op haar aangezigten den angst niet kunnen opmerken, die haar boezem benaauwde.'}"
13577,"{'de': 'Der Waikato ist der Hauptstrom von Neu-Seeland.', 'nl': 'De Waikato is de nationale stroom van Nieuw-Zeeland.'}"
13578,"{'de': 'Die Maoris sind stolz darauf und eifersüchtig, wie die Deutschen auf den Rhein und die Slaven auf die Donau.', 'nl': ""De Maori's zijn er even trotsch en jaloersch op, als de Duitschers op den Rijn en de Slaven op den Donau.""}"
13579,"{'de': 'Auf seinem zweihundert Meilen langen Laufe bewässert er die schönsten Gegenden der nördlichen Insel von der Provinz Wellington an bis nach Auckland hin.', 'nl': 'In zijn twee honderd mijlen langen loop besproeit hij de schoonste streken van het noordelijke eiland, van de provincie Wellington af tot de provincie Auckland toe.'}"
13580,"{'de': 'Nach ihm nennen sich alle an seinen Ufern wohnenden Stämme, welche unbezwinglich und unbezwungen sich in Masse gegen die fremden Eindringlinge erhoben haben.', 'nl': 'Hij heeft zijn naam gegeven aan al die stammen op zijn oevers, die onoverwinbaar en onoverwonnen, als één man tegen de overheerschers zijn opgestaan.'}"
13581,"{'de': 'Seine Fluthen sind noch von sehr wenigen Reisenden befahren worden; die Canots der Eingeborenen allein durchschneiden sie nach allen Richtungen.', 'nl': 'Het water van dien stroom is nog bijna nooit door een vreemd schip gekliefd. Alleen de praauwen der eilanders bevaren hem.'}"
13582,"{'de': 'Der Eintritt in den oberen Waikato-District scheint den Europäern verschlossen zu sein.', 'nl': 'Met moeite heeft het een enkelen moedigen reiziger mogen gelukken tusschen die gewijde oevers door te stevenen. De toegang tot de Boven-Waikato schijnt aan de ongewijde Europeanen verboden te zijn.'}"
13583,"{'de': 'Paganel kannte die große Verehrung der Eingeborenen für den Strom, der sich wie eine mächtige Ader durch das ganze Land hinzieht.', 'nl': 'Paganel was bekend met den eerbied, welken de inboorlingen voor die groote slagader van Zeeland koesteren.'}"
13584,"{'de': 'Er wußte, daß die englischen und deutschen Naturforscher ihn weiter als bis zu seiner Vereinigung mit dem Waipa niemals kennen gelernt hatten.', 'nl': 'Hij wist, dat de engelsche en duitsche natuurkundigen ze niet verder bevaren hadden dan tot haar vereeniging met de Waipa.'}"
13585,"{'de': 'Wie weit würde Kai-Koumou wohl seine Gefangenen zu seinem Vergnügen fortführen?', 'nl': 'Hoever zou de willekeur van Kai-Koemoe zijn gevangenen medeslepen?'}"
13586,"{'de': 'Er hätte es sicher nicht errathen können, wenn nicht das Wort »Taupo«, welches von dem Chef und seinen Kriegern häufig genannt wurde, seine Aufmerksamkeit erregt hätte.', 'nl': 'Dat had hij niet kunnen gissen, indien het woord ""Taupo,"" dat hij bij herhaling van het opperhoofd en diens manschappen hoorde, zijn aandacht niet gewekt had.'}"
13587,"{'de': 'Er zog seine Karte zu Rathe und sah, daß ein in den Annalen der Geographie berühmter See diesen Namen hatte, welcher in dem gebirgigsten Theile der Insel ganz im Süden der Provinz Auckland liegt.', 'nl': 'Hij raadpleegde zijn kaart en zag, dat die naam Taupo gegeven werd aan een meer, dat beroemd is in de jaarboeken der aardrijkskunde, en in het bergachtigste gedeelte des eilands ligt, aan de zuidelijke grens der provincie Auckland.'}"
13588,"{'de': 'Aus ihm bricht der Waikato hervor, nachdem er seine ganze Breite durchströmt hat, und setzt dann seinen Lauf ungefähr hundertundzwanzig Meilen weit fort.', 'nl': 'De Waikato verlaat dat meer na het in zijn volle breedte doorloopen te hebben. Van het vereenigingspunt af tot aan het meer stroomt de rivier over een lengte van omtrent honderd twintig mijlen.'}"
13589,"{'de': 'Um von den Wilden nicht verstanden zu werden, bat Paganel in französischer Sprache John Mangles, die Schnelligkeit des Canots zu schätzen.', 'nl': 'Paganel sprak John Mangles in het fransch aan, om niet door de wilden verstaan te worden en verzocht hem de snelheid van het vaartuig te schatten.'}"
13590,"{'de': 'John war der Ansicht, daß sie etwa drei Meilen in der Stunde betrage.', 'nl': 'John berekende ze op omtrent drie mijlen in het uur.'}"
13591,"{'de': '– »Dann, bemerkte der Geograph, wird unsere Reise bis zum See etwa vier Tage dauern, wenn wir während der Nacht Halt machen.', 'nl': '""Dan zal,"" zeide de aardrijkskundige, ""wanneer wij des nachts stilliggen, onze reis tot het meer bijna vier dagen duren.""'}"
